id,nombre,edad,genero,ciudad,comentario,categoria_del_problema,nivel_de_urgencia,acceso_a_internet,atencion_previa_del_gobierno,zona_rural,año_del_reporte,mes_del_reporte
1635,Pedro,70,F,Bogotá,las calles están muy oscuras y peligrosas.,Educación,Urgente,1,0,0,2024,2
1636,Carlos,74,F,Manizales,las basuras no se recogen a tiempo.,Salud,Urgente,0,1,0,2023,9
1637,Pedro,29,M,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,1,0,1,2024,1
1638,Ana,27,M,Manizales,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,1,1,0,2023,2
1639,María,26,M,Bucaramanga,necesitamos más acceso a internet en la zona.,Salud,Urgente,1,0,1,2024,5
1640,Camilo,51,F,Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,1,0,0,2023,10
1641,Laura,31,Otro,Medellín,faltan médicos en el centro de salud.,Seguridad,Urgente,0,1,1,2023,12
1642,Pedro,78,F,Cartagena,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,1,0,1,2023,10
1643,Carlos,46,Otro,Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,1,0,1,2024,5
1644,Juan,18,F,Cartagena,queremos más presencia policial.,Seguridad,No urgente,1,1,1,2023,1
1645,Jorge,75,M,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,0,1,0,2023,12
1646,Ana,76,M,Medellín,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,0,1,0,2023,6
1647,Laura,32,Otro,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,0,0,1,2023,6
1648,Valentina,48,F,Bogotá,las basuras no se recogen a tiempo.,Educación,Urgente,0,1,1,2023,4
1649,Pedro,64,F,Cartagena,queremos más presencia policial.,Educación,No urgente,1,0,0,2023,6
1650,Laura,41,F,Bogotá,Sin Comentario,Medio Ambiente,Urgente,1,0,1,2024,8
1651,María,28,Otro,Santa Marta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,0,1,2023,6
1652,Juan,50,M,Pereira,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,1,1,1,2024,7
1653,Laura,68,M,Santa Marta,faltan médicos en el centro de salud.,Educación,Urgente,1,0,0,2024,6
1654,Juan,54,F,Santa Marta,faltan médicos en el centro de salud.,Seguridad,Urgente,0,0,1,2023,1
1655,Laura,19,F,Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,1,1,0,2024,8
1656,Juan,27,F,Pereira,queremos más presencia policial.,Seguridad,Urgente,0,0,0,2024,3
1657,María,37,M,Bogotá,la contaminación del río está aumentando.,Salud,Urgente,0,0,1,2024,6
1658,Jorge,27,Otro,Cali,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,1,0,1,2023,2
1659,Valentina,50,Otro,Pereira,hay problemas con la recolección de basura.,Educación,Urgente,0,0,1,2023,2
1660,Camilo,48,M,Cartagena,falta agua potable en varias casas.,Educación,No urgente,1,0,0,2024,11
1661,Jorge,50,M,Medellín,queremos más presencia policial.,Medio Ambiente,No urgente,1,1,1,2023,3
1662,Jorge,24,M,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,1,1,1,2023,6
1663,María,22,F,Cali,no hay suficientes escuelas públicas.,Educación,Urgente,0,0,1,2024,10
1664,Pedro,67,F,Cartagena,las calles están muy oscuras y peligrosas.,Educación,No urgente,1,1,1,2024,4
1665,Sofía,47,M,Santa Marta,falta agua potable en varias casas.,Educación,Urgente,1,1,1,2024,3
1666,Camilo,68,M,Bogotá,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,1,0,0,2024,8
1667,Valentina,43,Otro,Pereira,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,1,0,0,2024,4
1668,Ana,49,F,Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,Urgente,1,1,1,2024,11
1669,Jorge,74,F,Medellín,no hay suficientes escuelas públicas.,Seguridad,Urgente,1,0,0,2024,4
1670,Sofía,20,M,Cali,faltan médicos en el centro de salud.,Seguridad,Urgente,0,0,0,2023,2
1671,Valentina,16,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,0,1,0,2024,3
1672,Pedro,58,F,Manizales,la contaminación del río está aumentando.,Educación,Urgente,1,0,1,2024,11
1673,Laura,44,F,Pereira,queremos más presencia policial.,Seguridad,Urgente,1,1,0,2023,10
1674,Jorge,59,M,Santa Marta,queremos más presencia policial.,Salud,Urgente,1,0,1,2023,2
1675,Sofía,40,F,Cali,Sin Comentario,Educación,No urgente,0,0,0,2024,5
1676,Sofía,36,F,Manizales,las basuras no se recogen a tiempo.,Seguridad,Urgente,1,1,1,2024,5
1677,Ana,58,Otro,Pereira,queremos más presencia policial.,Educación,Urgente,1,0,0,2024,9
1678,Sofía,24,F,Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,0,0,1,2024,10
1679,Carlos,73,F,Bogotá,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,1,0,0,2023,2
1680,Valentina,20,F,Cúcuta,Sin Comentario,Educación,No urgente,1,0,1,2024,10
1681,Sofía,37,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,1,0,1,2024,7
1682,Valentina,66,M,Barranquilla,queremos más presencia policial.,Seguridad,Urgente,0,1,0,2024,4
1683,Ana,74,F,Barranquilla,no hay suficientes escuelas públicas.,Educación,Urgente,0,0,0,2023,8
1684,Ana,26,Otro,Medellín,la contaminación del río está aumentando.,Educación,No urgente,0,0,0,2023,1
1685,Sofía,39,F,Manizales,la contaminación del río está aumentando.,Salud,Urgente,1,0,0,2023,1
1686,Ana,76,F,Bogotá,Sin Comentario,Educación,Urgente,0,0,1,2023,6
1687,Valentina,49,Otro,Cali,hay problemas con la recolección de basura.,Salud,No urgente,0,0,0,2023,3
1688,Pedro,72,F,Bucaramanga,queremos más presencia policial.,Salud,No urgente,1,1,1,2023,1
1689,Jorge,65,M,Santa Marta,la contaminación del río está aumentando.,Salud,Urgente,1,1,0,2023,9
1690,Laura,28,M,Cúcuta,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,0,1,0,2023,5
1691,Juan,59,F,Medellín,las basuras no se recogen a tiempo.,Salud,No urgente,1,0,1,2023,10
1692,Sofía,52,M,Bogotá,Sin Comentario,Educación,No urgente,0,0,1,2023,6
1693,Ana,73,Otro,Bogotá,hay problemas con la recolección de basura.,Seguridad,Urgente,1,0,1,2024,8
1694,Pedro,54,Otro,Manizales,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,1,0,0,2024,11
1695,Pedro,24,M,Manizales,la contaminación del río está aumentando.,Medio Ambiente,No urgente,0,0,0,2023,1
1696,Valentina,73,Otro,Bogotá,no hay suficientes escuelas públicas.,Seguridad,No urgente,1,1,0,2024,2
1697,Juan,67,F,Cali,queremos más presencia policial.,Medio Ambiente,No urgente,0,1,0,2023,2
1698,Camilo,16,Otro,Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,1,0,0,2023,9
1699,Sofía,72,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,0,1,2023,3
1700,María,34,F,Barranquilla,hay problemas con la recolección de basura.,Salud,No urgente,0,0,1,2024,10
1701,Carlos,64,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,0,1,1,2023,6
1702,Camilo,77,F,Manizales,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,0,1,1,2023,5
1703,Juan,39,Otro,Cartagena,la contaminación del río está aumentando.,Educación,Urgente,0,1,1,2024,11
1704,Carlos,42,F,Bucaramanga,queremos más presencia policial.,Seguridad,No urgente,0,1,1,2023,11
1705,Pedro,55,M,Manizales,la contaminación del río está aumentando.,Medio Ambiente,No urgente,1,1,1,2024,10
1706,Juan,54,Otro,Cúcuta,no hay suficientes escuelas públicas.,Salud,No urgente,1,1,0,2024,7
1707,Sofía,32,F,Bucaramanga,la contaminación del río está aumentando.,Salud,No urgente,1,1,1,2024,5
1708,Ana,47,F,Santa Marta,faltan médicos en el centro de salud.,Salud,No urgente,0,0,1,2024,10
1709,Jorge,69,M,Cali,faltan médicos en el centro de salud.,Salud,No urgente,0,0,1,2023,2
1710,Pedro,22,M,Cartagena,falta agua potable en varias casas.,Educación,No urgente,1,1,0,2024,3
1711,Jorge,55,F,Pereira,Sin Comentario,Medio Ambiente,No urgente,1,0,0,2023,12
1712,Laura,19,M,Pereira,hay problemas con la recolección de basura.,Educación,No urgente,0,1,0,2023,11
1713,Camilo,62,M,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,0,1,1,2023,11
1714,Carlos,64,F,Barranquilla,hay problemas con la recolección de basura.,Seguridad,No urgente,0,1,0,2023,11
1715,Sofía,23,M,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,1,0,1,2023,9
1716,Juan,74,F,Cúcuta,faltan médicos en el centro de salud.,Educación,Urgente,0,0,0,2023,1
1717,Ana,69,M,Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,0,0,1,2024,5
1718,Pedro,31,Otro,Cartagena,las basuras no se recogen a tiempo.,Salud,Urgente,1,0,1,2023,12
1719,Valentina,52,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,1,0,0,2023,11
1720,Valentina,48,F,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,0,0,1,2023,10
1721,Jorge,78,M,Barranquilla,falta agua potable en varias casas.,Salud,Urgente,1,1,1,2023,6
1722,Camilo,55,M,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,0,0,0,2023,3
1723,Camilo,28,F,Pereira,faltan médicos en el centro de salud.,Educación,No urgente,1,0,1,2024,1
1724,Jorge,48,F,Pereira,necesitamos más acceso a internet en la zona.,Salud,Urgente,0,1,1,2024,8
1725,María,19,F,Bucaramanga,la contaminación del río está aumentando.,Seguridad,Urgente,0,0,0,2024,11
1726,Camilo,68,Otro,Cúcuta,Sin Comentario,Salud,Urgente,0,0,1,2024,5
1727,Ana,49,F,Barranquilla,necesitamos más acceso a internet en la zona.,Educación,Urgente,1,0,0,2023,6
1728,Carlos,36,Otro,Medellín,las calles están muy oscuras y peligrosas.,Salud,Urgente,0,1,0,2024,2
1729,Laura,19,Otro,Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,0,1,1,2024,10
1730,Laura,48,Otro,Cartagena,Sin Comentario,Educación,No urgente,1,1,0,2023,8
1731,Ana,44,M,Bogotá,las basuras no se recogen a tiempo.,Educación,Urgente,1,0,1,2024,9
1732,Valentina,51,M,Santa Marta,necesitamos más acceso a internet en la zona.,Salud,No urgente,0,0,0,2024,6
1733,Juan,45,M,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,1,0,1,2024,10
1734,Valentina,62,F,Cali,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,1,0,1,2023,6
1735,Laura,35,M,Cali,falta agua potable en varias casas.,Seguridad,No urgente,1,1,0,2023,2
1736,Pedro,76,Otro,Cúcuta,Sin Comentario,Seguridad,Urgente,1,1,1,2024,7
1737,Valentina,22,Otro,Cúcuta,queremos más presencia policial.,Salud,Urgente,0,1,0,2024,4
1738,Carlos,36,M,Pereira,no hay suficientes escuelas públicas.,Seguridad,No urgente,1,1,0,2024,8
1739,Ana,68,M,Santa Marta,las calles están muy oscuras y peligrosas.,Educación,No urgente,1,0,0,2024,8
1740,Laura,48,F,Cali,faltan médicos en el centro de salud.,Salud,No urgente,0,0,0,2023,5
1741,Ana,21,M,Pereira,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,0,1,1,2023,2
1742,Juan,71,M,Cúcuta,las calles están muy oscuras y peligrosas.,Salud,Urgente,1,0,1,2023,2
1743,Jorge,38,M,Manizales,hay problemas con la recolección de basura.,Salud,No urgente,1,0,1,2024,1
1744,Sofía,70,M,Bucaramanga,necesitamos más acceso a internet en la zona.,Salud,Urgente,1,0,1,2023,12
1745,Ana,74,Otro,Bogotá,faltan médicos en el centro de salud.,Salud,Urgente,0,0,0,2023,4
1746,María,31,F,Bogotá,hay problemas con la recolección de basura.,Educación,Urgente,1,0,0,2024,11
1747,Carlos,76,Otro,Medellín,falta agua potable en varias casas.,Seguridad,Urgente,0,1,0,2024,2
1748,Valentina,40,Otro,Bucaramanga,hay problemas con la recolección de basura.,Salud,Urgente,0,0,0,2024,3
1749,Ana,31,Otro,Cali,hay problemas con la recolección de basura.,Salud,No urgente,1,0,1,2023,10
1750,Juan,72,Otro,Medellín,hay problemas con la recolección de basura.,Educación,Urgente,0,0,0,2024,3
1751,Jorge,66,F,Cartagena,hay problemas con la recolección de basura.,Seguridad,Urgente,0,0,1,2023,3
1752,Valentina,31,M,Cali,falta agua potable en varias casas.,Medio Ambiente,Urgente,1,1,0,2023,9
1753,Juan,74,M,Barranquilla,falta agua potable en varias casas.,Salud,No urgente,1,0,0,2023,10
1754,Juan,23,Otro,Medellín,necesitamos más acceso a internet en la zona.,Educación,No urgente,0,1,0,2024,7
1755,Jorge,25,F,Pereira,faltan médicos en el centro de salud.,Seguridad,No urgente,1,1,1,2024,9
1756,Jorge,25,F,Barranquilla,queremos más presencia policial.,Salud,No urgente,1,1,0,2024,1
1757,Sofía,44,F,Pereira,faltan médicos en el centro de salud.,Seguridad,No urgente,1,0,0,2023,8
1758,Valentina,19,Otro,Bogotá,faltan médicos en el centro de salud.,Salud,Urgente,0,0,1,2023,1
1759,Ana,60,F,Santa Marta,las calles están muy oscuras y peligrosas.,Salud,Urgente,1,0,0,2023,5
1760,Camilo,44,M,Medellín,no hay suficientes escuelas públicas.,Salud,Urgente,0,0,1,2024,6
1761,Camilo,30,F,Medellín,las basuras no se recogen a tiempo.,Educación,No urgente,0,1,1,2024,4
1762,María,61,Otro,Bogotá,no hay suficientes escuelas públicas.,Seguridad,No urgente,1,0,0,2023,4
1763,Ana,49,Otro,Bogotá,la contaminación del río está aumentando.,Seguridad,Urgente,1,1,1,2024,9
1764,Valentina,42,M,Bogotá,no hay suficientes escuelas públicas.,Seguridad,Urgente,0,1,1,2024,5
1765,Camilo,63,Otro,Cartagena,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,1,1,1,2023,9
1766,Juan,55,Otro,Cartagena,Sin Comentario,Salud,Urgente,1,1,1,2024,6
1767,Jorge,19,F,Manizales,queremos más presencia policial.,Salud,No urgente,1,1,1,2024,1
1768,Camilo,60,Otro,Manizales,no hay suficientes escuelas públicas.,Seguridad,Urgente,1,1,1,2023,10
1769,Pedro,16,Otro,Bogotá,hay problemas con la recolección de basura.,Seguridad,Urgente,0,1,1,2024,3
1770,Ana,56,M,Medellín,las calles están muy oscuras y peligrosas.,Educación,Urgente,0,0,1,2023,5
1771,Laura,58,Otro,Santa Marta,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,0,1,0,2023,9
1772,Sofía,77,M,Barranquilla,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,1,1,0,2023,8
1773,Valentina,46,F,Cartagena,queremos más presencia policial.,Medio Ambiente,Urgente,0,1,1,2023,5
1774,Carlos,69,M,Santa Marta,faltan médicos en el centro de salud.,Educación,No urgente,1,1,1,2024,8
1775,Pedro,23,M,Manizales,la contaminación del río está aumentando.,Educación,Urgente,1,0,1,2023,11
1776,Ana,22,F,Santa Marta,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,1,0,0,2024,2
1777,Camilo,29,M,Barranquilla,las calles están muy oscuras y peligrosas.,Educación,Urgente,1,0,1,2024,2
1778,Ana,51,Otro,Cali,las calles están muy oscuras y peligrosas.,Educación,Urgente,0,0,1,2023,5
1779,Ana,16,M,Pereira,las basuras no se recogen a tiempo.,Salud,No urgente,1,0,1,2024,3
1780,Jorge,59,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Salud,Urgente,1,1,1,2023,7
1781,Pedro,72,M,Bogotá,la contaminación del río está aumentando.,Educación,No urgente,1,1,1,2024,8
1782,Laura,17,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,0,0,0,2023,11
1783,María,76,Otro,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,0,1,0,2023,2
1784,Sofía,61,F,Cúcuta,Sin Comentario,Medio Ambiente,No urgente,1,0,0,2023,11
1785,Sofía,48,Otro,Manizales,las basuras no se recogen a tiempo.,Salud,No urgente,1,1,0,2024,6
1786,Pedro,57,M,Bogotá,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,1,1,0,2023,4
1787,Ana,73,M,Bogotá,queremos más presencia policial.,Seguridad,No urgente,0,1,1,2024,10
1788,Ana,33,Otro,Cúcuta,hay problemas con la recolección de basura.,Salud,Urgente,0,1,0,2023,3
1789,Pedro,21,M,Bucaramanga,hay problemas con la recolección de basura.,Seguridad,No urgente,1,1,0,2023,8
1790,Laura,45,M,Bogotá,hay problemas con la recolección de basura.,Seguridad,Urgente,0,1,0,2023,8
1791,Sofía,54,F,Cúcuta,necesitamos más acceso a internet en la zona.,Salud,Urgente,0,1,0,2023,8
1792,Valentina,27,M,Cali,no hay suficientes escuelas públicas.,Educación,Urgente,1,0,0,2023,1
1793,Laura,20,F,Medellín,faltan médicos en el centro de salud.,Salud,Urgente,1,0,1,2024,2
1794,Pedro,48,Otro,Pereira,la contaminación del río está aumentando.,Educación,Urgente,0,1,0,2023,1
1795,Carlos,72,M,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,0,0,1,2024,4
1796,Laura,22,F,Pereira,faltan médicos en el centro de salud.,Seguridad,No urgente,1,1,1,2024,2
1797,Juan,28,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Educación,Urgente,0,0,1,2023,3
1798,Laura,80,M,Pereira,faltan médicos en el centro de salud.,Seguridad,No urgente,1,0,0,2023,9
1799,Pedro,21,M,Manizales,la contaminación del río está aumentando.,Medio Ambiente,No urgente,1,0,1,2024,9
1800,Laura,37,M,Cali,falta agua potable en varias casas.,Salud,No urgente,0,0,1,2023,7
1801,Juan,47,F,Manizales,queremos más presencia policial.,Educación,No urgente,0,0,0,2023,11
1802,Valentina,78,F,Manizales,la contaminación del río está aumentando.,Medio Ambiente,No urgente,1,0,0,2024,11
1803,Pedro,55,M,Pereira,faltan médicos en el centro de salud.,Educación,Urgente,1,0,0,2024,9
1804,Carlos,62,M,Cúcuta,queremos más presencia policial.,Educación,No urgente,0,1,1,2023,11
1805,Camilo,25,F,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,0,1,1,2024,3
1806,Carlos,57,M,Cúcuta,falta agua potable en varias casas.,Seguridad,No urgente,0,1,1,2023,8
1807,Valentina,63,Otro,Cali,las calles están muy oscuras y peligrosas.,Salud,Urgente,1,1,1,2024,7
1808,María,29,M,Manizales,hay problemas con la recolección de basura.,Salud,Urgente,0,0,1,2023,7
1809,Jorge,65,Otro,Santa Marta,la contaminación del río está aumentando.,Salud,No urgente,0,1,1,2023,10
1810,María,42,F,Bogotá,las calles están muy oscuras y peligrosas.,Salud,No urgente,1,0,1,2023,1
1811,Laura,62,M,Pereira,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,1,1,1,2023,4
1812,Pedro,78,F,Santa Marta,queremos más presencia policial.,Medio Ambiente,No urgente,0,1,1,2023,10
1813,Camilo,48,M,Cartagena,falta agua potable en varias casas.,Salud,Urgente,1,0,0,2023,11
1814,Ana,66,M,Cartagena,falta agua potable en varias casas.,Medio Ambiente,No urgente,1,0,1,2024,9
1815,María,66,M,Medellín,no hay suficientes escuelas públicas.,Educación,No urgente,1,1,1,2024,5
1816,Jorge,57,M,Bogotá,Sin Comentario,Medio Ambiente,No urgente,1,1,1,2023,11
1817,Laura,29,Otro,Manizales,Sin Comentario,Educación,No urgente,1,0,0,2023,7
1818,María,40,F,Santa Marta,queremos más presencia policial.,Seguridad,Urgente,0,1,0,2023,12
1819,Ana,53,Otro,Bucaramanga,hay problemas con la recolección de basura.,Seguridad,Urgente,1,0,1,2024,2
1820,María,49,Otro,Barranquilla,la contaminación del río está aumentando.,Seguridad,No urgente,0,0,1,2024,7
1821,María,18,Otro,Santa Marta,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,1,1,0,2023,1
1822,Pedro,48,M,Cartagena,la contaminación del río está aumentando.,Seguridad,Urgente,0,0,0,2024,3
1823,Jorge,63,F,Cartagena,no hay suficientes escuelas públicas.,Seguridad,Urgente,0,1,1,2023,2
1824,María,72,Otro,Manizales,Sin Comentario,Salud,Urgente,1,0,1,2024,1
1825,Laura,15,Otro,Bogotá,no hay suficientes escuelas públicas.,Educación,No urgente,1,0,1,2024,8
1826,Camilo,36,Otro,Cartagena,Sin Comentario,Seguridad,No urgente,1,0,1,2023,5
1827,Laura,29,F,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,1,0,0,2023,3
1828,Juan,62,F,Manizales,hay problemas con la recolección de basura.,Educación,Urgente,1,1,0,2024,9
1829,Pedro,73,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,0,1,1,2023,6
1830,Jorge,72,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,0,1,0,2024,9
1831,Sofía,77,M,Manizales,falta agua potable en varias casas.,Salud,Urgente,0,0,1,2023,10
1832,Carlos,48,Otro,Bogotá,Sin Comentario,Medio Ambiente,Urgente,1,1,0,2023,3
1833,Carlos,40,F,Bogotá,hay problemas con la recolección de basura.,Seguridad,No urgente,0,1,0,2024,5
1834,Carlos,40,M,Barranquilla,queremos más presencia policial.,Seguridad,Urgente,1,1,1,2023,10
1835,Carlos,63,F,Bogotá,Sin Comentario,Medio Ambiente,Urgente,1,0,0,2024,5
